mysql> SELECT SUBSTR(content, LOCATE("@", content) + 1) AS domain, 
    -> COUNT(*) FROM ElectronicMail
    -> GROUP BY SUBSTR(ElectronicMail.content, LOCATE("@", ElectronicMail.content), LOCATE(".", ElectronicMail.content))
    -> ORDER BY COUNT(*) DESC;
+-----------------------------------+----------+
| domain                            | COUNT(*) |
| Vivamus.com                       |        1 |
| Sed.net                           |        1 |
| dui.com                           |        1 |
| eleifend.com                      |        1 |
| risusquisdiam.net                 |        1 |
| pharetra.co.uk                    |        1 |
| risusMorbimetus.net               |        1 |
| risusDuis.com                     |        1 |
| diameu.edu                        |        1 |
| placeratvelitQuisque.org          |        1 |
| nisi.net                          |        1 |
| vulputateposuere.org              |        1 |
| facilisis.org                     |        1 |
| mattis.co.uk                      |        1 |
| urnasuscipitnonummy.org           |        1 |
| neccursus.edu                     |        1 |
| laciniaorci.ca                    |        1 |
| auctor.com                        |        1 |
| neceuismod.edu                    |        1 |
| Donecnibh.edu                     |        1 |
| acrisus.edu                       |        1 |
| ullamcorper.net                   |        1 |
| lorem.com                         |        1 |
| diameudolor.org                   |        1 |
| eget.com                          |        1 |
| tempusnonlacinia.com              |        1 |
| Aliquamgravida.com                |        1 |
| posuere.org                       |        1 |
| pedesagittis.com                  |        1 |
| quamquis.co.uk                    |        1 |
| venenatis.edu                     |        1 |
| velsapienimperdiet.com            |        1 |
| adipiscingnon.co.uk               |        1 |
| pretiumnequeMorbi.edu             |        1 |
| nonummy.org                       |        1 |
| purus.com                         |        1 |
| ornarelectusante.org              |        1 |
| cursus.net                        |        1 |
| felisullamcorperviverra.net       |        1 |
| velitegetlaoreet.ca               |        1 |
| id.org                            |        1 |
| orciin.net                        |        1 |
| turpis.com                        |        1 |
| facilisiSed.net                   |        1 |
| risusNunc.org                     |        1 |
| milorem.org                       |        1 |
| vel.net                           |        1 |
| semegetmassa.ca                   |        1 |
| nulla.co.uk                       |        1 |
| velitAliquam.com                  |        1 |
| nonmassa.com                      |        1 |
| nonlobortisquis.co.uk             |        1 |
| dapibusrutrum.com                 |        1 |
| ettristique.ca                    |        1 |
| risusDonec.ca                     |        1 |
| vel.co.uk                         |        1 |
| orciluctus.com                    |        1 |
| etarcuimperdiet.edu               |        1 |
| nunc.ca                           |        1 |
| Donecnibh.com                     |        1 |
| enim.edu                          |        1 |
| idantedictum.edu                  |        1 |
| laciniaorci.org                   |        1 |
| hymenaeosMaurisut.com             |        1 |
| liberomauris.net                  |        1 |
| Integer.co.uk                     |        1 |
| elementum.co.uk                   |        1 |
| atfringilla.org                   |        1 |
| et.edu                            |        1 |
| ornareegestasligula.net           |        1 |
| Donectincidunt.com                |        1 |
| miDuis.org                        |        1 |
| ascelerisque.com                  |        1 |
| egestasFuscealiquet.org           |        1 |
| conubianostra.edu                 |        1 |
| sollicitudinamalesuada.org        |        1 |
| Nuncquis.edu                      |        1 |
| idmagna.net                       |        1 |
| Quisquevarius.org                 |        1 |
| pedeNunc.edu                      |        1 |
| auctor.net                        |        1 |
| porttitorinterdumSed.edu          |        1 |
| luctusvulputate.co.uk             |        1 |
| elit.ca                           |        1 |
| ultriciesornare.org               |        1 |
| Maurisvel.edu                     |        1 |
| enim.ca                           |        1 |
| seddictumeleifend.ca              |        1 |
| nunc.co.uk                        |        1 |
| tincidunttempusrisus.com          |        1 |
| sodalesMaurisblandit.org          |        1 |
| et.ca                             |        1 |
| eunequepellentesque.net           |        1 |
| natoquepenatibus.org              |        1 |
| quam.ca                           |        1 |
| rutrumFuscedolor.com              |        1 |
| maurisaliquam.org                 |        1 |
| risusodio.net                     |        1 |
| iaculisneceleifend.org            |        1 |
| diamProindolor.ca                 |        1 |
| facilisis.edu                     |        1 |
| lacusCras.com                     |        1 |
| Sedeget.org                       |        1 |
| Vivamusmolestie.org               |        1 |
| odio.net                          |        1 |
| mollisneccursus.edu               |        1 |
| lacusAliquam.org                  |        1 |
| neque.ca                          |        1 |
| In.co.uk                          |        1 |
| dictum.edu                        |        1 |
| sagittisaugueeu.ca                |        1 |
| ultrices.com                      |        1 |
| sed.com                           |        1 |
| augueeu.net                       |        1 |
| Donec.org                         |        1 |
| imperdietnec.co.uk                |        1 |
| erosturpis.com                    |        1 |
| nuncrisus.ca                      |        1 |
| est.ca                            |        1 |
| varius.org                        |        1 |
| duinec.ca                         |        1 |
| faucibusorciluctus.net            |        1 |
| morbi.edu                         |        1 |
| congue.edu                        |        1 |
| ataugue.co.uk                     |        1 |
| arcuNuncmauris.com                |        1 |
| anteiaculisnec.net                |        1 |
| milaciniamattis.co.uk             |        1 |
| nequeSedeget.org                  |        1 |
| Crasvulputate.ca                  |        1 |
| posuere.edu                       |        1 |
| feugiat.com                       |        1 |
| elementum.ca                      |        1 |
| sodalesat.co.uk                   |        1 |
| nullaDonec.net                    |        1 |
| eratVivamus.edu                   |        1 |
| atvelit.co.uk                     |        1 |
| inhendrerit.com                   |        1 |
| nasceturridiculusmus.co.uk        |        1 |
| magnatellus.co.uk                 |        1 |
| vestibulummassarutrum.ca          |        1 |
| egettinciduntdui.ca               |        1 |
| aaliquetvel.edu                   |        1 |
| montes.com                        |        1 |
| eros.edu                          |        1 |
| ametloremsemper.org               |        1 |
| inmagnaPhasellus.net              |        1 |
| nonsapien.co.uk                   |        1 |
| quisdiamPellentesque.org          |        1 |
| justoeu.edu                       |        1 |
| euaugue.org                       |        1 |
| interdumCurabiturdictum.ca        |        1 |
| mattisornare.com                  |        1 |
| Duisgravida.ca                    |        1 |
| montesnasceturridiculus.org       |        1 |
| Duisacarcu.org                    |        1 |
| semeget.net                       |        1 |
| mauris.edu                        |        1 |
| facilisisegetipsum.net            |        1 |
| eulacusQuisque.org                |        1 |
| augueSedmolestie.co.uk            |        1 |
| necurna.com                       |        1 |
| consequatpurus.edu                |        1 |
| diamProin.net                     |        1 |
| laciniaorci.edu                   |        1 |
| nibhenimgravida.com               |        1 |
| dignissimlacusAliquam.org         |        1 |
| euismodmauris.co.uk               |        1 |
| nequeMorbiquis.org                |        1 |
| euismod.edu                       |        1 |
| sodalespurus.edu                  |        1 |
| Utsemperpretium.net               |        1 |
| ridiculusmus.co.uk                |        1 |
| gravidamolestie.org               |        1 |
| risus.edu                         |        1 |
| tortorat.com                      |        1 |
| estacmattis.org                   |        1 |
| ornareInfaucibus.org              |        1 |
| Nullam.ca                         |        1 |
| Maecenasmalesuada.edu             |        1 |
| eros.ca                           |        1 |
| orciadipiscingnon.net             |        1 |
| CurabiturmassaVestibulum.edu      |        1 |
| ataugueid.net                     |        1 |
| interdum.edu                      |        1 |
| SednequeSed.net                   |        1 |
| lectus.co.uk                      |        1 |
| egetmetuseu.com                   |        1 |
| nibhDonec.edu                     |        1 |
| nunc.ca                           |        1 |
| lobortisquispede.co.uk            |        1 |
| laoreetlectusquis.org             |        1 |
| necleoMorbi.net                   |        1 |
| sitamet.org                       |        1 |
| ultricies.com                     |        1 |
| elita.com                         |        1 |
| atlacus.ca                        |        1 |
| malesuadaaugueut.org              |        1 |
| dapibusrutrumjusto.edu            |        1 |
| et.edu                            |        1 |
| ultricesiaculis.edu               |        1 |
| orci.net                          |        1 |
| Etiamgravidamolestie.com          |        1 |
| aliquameu.edu                     |        1 |
| ipsumSuspendissesagittis.org      |        1 |
| felis.ca                          |        1 |
| nulla.org                         |        1 |
| sitametconsectetuer.edu           |        1 |
| necmauris.edu                     |        1 |
| tellusAeneanegestas.co.uk         |        1 |
| molestieSedid.net                 |        1 |
| pulvinararcuet.net                |        1 |
| utsemNulla.org                    |        1 |
| elementumlorem.net                |        1 |
| aodiosemper.com                   |        1 |
| lectusrutrum.edu                  |        1 |
| velit.net                         |        1 |
| acturpisegestas.net               |        1 |
| Craspellentesque.com              |        1 |
| inlobortis.com                    |        1 |
| quisdiam.ca                       |        1 |
| quisaccumsanconvallis.edu         |        1 |
| enimMaurisquis.com                |        1 |
| ategestasa.net                    |        1 |
| habitant.com                      |        1 |
| Nuncacsem.net                     |        1 |
| natoque.ca                        |        1 |
| Praesentinterdumligula.org        |        1 |
| adipiscingligula.org              |        1 |
| Praesent.ca                       |        1 |
| nisl.org                          |        1 |
| tellusimperdietnon.net            |        1 |
| sapienimperdiet.com               |        1 |
| bibendum.co.uk                    |        1 |
+-----------------------------------+----------+
1816 rows in set (0.03 sec)
